REPORTER COUNTRY,PARTNER COUNTRY,YEAR,IMPORT (US DOLLAR),EXPORT (US DOLLAR),GDP (NIGERIA),GDP (PARTNER),POPULATION (NIGERIA),POPULATION (PARTNER),DISTANCE,EXCHANGE RATE (NIGERIA),EXCHANGE RATE (PARTNER),LANDLOCKED,COMMON OFFICIAL LANGUAGE
NIGERIA,"Norway,Sb,JM",2018,31647472.87,,4.22E+11,4.40E+11,198387623,5312320,5702,306.08,8.13,0,0
NIGERIA,"Norway,Sb,JM",2017,44949344.89,,3.76E+11,4.02E+11,193495907,5277392,5702,305.79,8.27,0,0
NIGERIA,"Norway,Sb,JM",2016,39627611,,4.05E+11,3.71E+11,188666931,5236590,5702,253.49,8.4,0,0
NIGERIA,"Norway,Sb,JM",2015,70293411.8,,4.93E+11,3.88E+11,183995785,5190356,5702,192.44,8.06,0,0
NIGERIA,"Norway,Sb,JM",2014,110915488,,5.74E+11,5.02E+11,179379016,5137923,5702,158.55,6.3,0,0
NIGERIA,"Norway,Sb,JM",2013,66320124,4809343,5.20E+11,5.26E+11,174726123,5080668,5702,157.31,5.88,0,0
NIGERIA,"Norway,Sb,JM",2012,74928190,11480,4.64E+11,5.13E+11,170075932,5019056,5702,157.5,5.82,0,0
NIGERIA,"Norway,Sb,JM",2011,289948920,122983,4.14E+11,5.01E+11,165463745,4953561,5702,153.86,5.6,0,0
NIGERIA,"Norway,Sb,JM",2010,127881263,877411,3.67E+11,4.31E+11,160952853,4889741,5702,150.3,6.04,0,0
NIGERIA,"Norway,Sb,JM",2009,55238307,1144478,2.95E+11,3.88E+11,156595758,4829199,5702,148.88,6.29,0,0
NIGERIA,"Norway,Sb,JM",2008,41018748,,3.39E+11,4.65E+11,152382506,4768654,5702,118.57,5.64,0,0
NIGERIA,"Norway,Sb,JM",2007,19274795,,2.78E+11,4.03E+11,148294028,4709577,5702,125.81,5.86,0,0
NIGERIA,"Norway,Sb,JM",2006,33335646,1362,2.38E+11,3.47E+11,144329764,4661087,5702,128.65,6.41,0,0
NIGERIA,"Norway,Sb,JM",2005,,,1.76E+11,3.10E+11,140490722,4623689,5702,131.27,6.44,0,0
NIGERIA,"Norway,Sb,JM",2004,,,1.36E+11,2.65E+11,136756848,4592277,5702,132.89,6.74,0,0
NIGERIA,"Norway,Sb,JM",2003,7724287,,1.05E+11,2.29E+11,133119801,4565167,5702,129.22,7.08,0,0
NIGERIA,"Norway,Sb,JM",2002,2714540,,95054059303,1.96E+11,129583026,4538438,5702,120.58,7.98,0,0
NIGERIA,"Norway,Sb,JM",2001,3216620,,73557840064,1.74E+11,126152678,4514017,5702,111.23,8.99,0,0
NIGERIA,"Norway,Sb,JM",2000,7162785,,69171451627,1.71E+11,122851984,4491202,5702,101.7,8.8,0,0
NIGERIA,"Norway,Sb,JM",1999,4347257,,59145077039,1.62E+11,119695565,4462142,5702,92.34,7.8,0,0
NIGERIA,"Norway,Sb,JM",1998,6899227,,2.18E+11,1.54E+11,116690527,4431676,5702,21.89,7.55,0,0
NIGERIA,"Norway,Sb,JM",1997,3504453,,2.01E+11,1.61E+11,113791181,4405333,5702,21.89,7.07,0,0
NIGERIA,"Norway,Sb,JM",1996,10226151,,1.86E+11,1.64E+11,110956183,4381510,5702,21.88,6.45,0,0
NIGERIA,Pakistan,2021,313169.89,518243.84,4.41E+11,3.49E+11,213401323,231402117,6698,401.15,162.91,0,0
NIGERIA,Pakistan,2020,777301.47,798812.89,4.32E+11,3.00E+11,208327405,227196741,6698,358.81,161.84,0,0
NIGERIA,Pakistan,2019,512473.07,,4.75E+11,3.21E+11,203304492,223293280,6698,306.92,150.04,0,0
NIGERIA,Pakistan,2018,17757.15,46549.43,4.22E+11,3.56E+11,198387623,219731479,6698,306.08,121.82,0,0
NIGERIA,Pakistan,2017,126494.69,,3.76E+11,3.39E+11,193495907,216379655,6698,305.79,105.46,0,0
NIGERIA,Pakistan,2016,97622,46147,4.05E+11,3.14E+11,188666931,213524840,6698,253.49,104.77,0,0
NIGERIA,Pakistan,2015,63553.63,124456.8,4.93E+11,3.00E+11,183995785,210969298,6698,192.44,102.77,0,0
NIGERIA,Pakistan,2014,111300,132494,5.74E+11,2.71E+11,179379016,208251628,6698,158.55,101.1,0,0
NIGERIA,Pakistan,2013,1164111,18508,5.20E+11,2.59E+11,174726123,205337562,6698,157.31,101.63,0,0
NIGERIA,Pakistan,2012,71435,943776,4.64E+11,2.50E+11,170075932,202205861,6698,157.5,93.4,0,0
NIGERIA,Pakistan,2011,5390861,457450,4.14E+11,2.31E+11,165463745,198602738,6698,153.86,86.34,0,0
NIGERIA,Pakistan,2010,2070900,,3.67E+11,1.97E+11,160952853,194454498,6698,150.3,85.19,0,0
NIGERIA,Pakistan,2009,5062895,3033886,2.95E+11,1.87E+11,156595758,190123222,6698,148.88,81.71,0,0
NIGERIA,Pakistan,2008,540625,,3.39E+11,2.02E+11,152382506,185931955,6698,118.57,70.41,0,0
NIGERIA,Pakistan,2007,108372,17098,2.78E+11,1.84E+11,148294028,181924521,6698,125.81,60.74,0,0
NIGERIA,Pakistan,2006,,,2.38E+11,1.62E+11,144329764,178069984,6698,128.65,60.27,0,0
NIGERIA,Pakistan,2005,,,1.76E+11,1.45E+11,140490722,174372098,6698,131.27,59.51,0,0
NIGERIA,Pakistan,2004,,,1.36E+11,1.32E+11,136756848,170648620,6698,132.89,58.26,0,0
NIGERIA,Pakistan,2003,,,1.05E+11,1.12E+11,133119801,166876680,6698,129.22,57.75,0,0
NIGERIA,Pakistan,2002,475,,95054059303,97923302809,129583026,163262807,6698,120.58,59.72,0,0
NIGERIA,Pakistan,2001,24093,,73557840064,97145618480,126152678,159217727,6698,111.23,61.93,0,0
NIGERIA,Pakistan,2000,64548,6255,69171451627,99484802345,122851984,154369924,6698,101.7,53.65,0,0
NIGERIA,Pakistan,1999,210356,,59145077039,62973857069,119695565,149694462,6698,92.34,49.5,0,0
NIGERIA,Pakistan,1998,,,2.18E+11,62191955814,116690527,145476106,6698,21.89,45.05,0,0
NIGERIA,Pakistan,1997,40520,,2.01E+11,62433340468,113791181,141330267,6698,21.89,41.11,0,0
NIGERIA,Pakistan,1996,58500,81909,1.86E+11,63320170084,110956183,137234810,6698,21.88,36.08,0,0
NIGERIA,Panama,2021,236672.06,,4.41E+11,67406738100,213401323,4351267,9811,401.15,1,0,0
NIGERIA,Panama,2020,3235909.9,,4.32E+11,57086836900,208327405,4294396,9811,358.81,1,0,0
NIGERIA,Panama,2019,,,4.75E+11,69721787500,203304492,4232532,9811,306.92,1,0,0
NIGERIA,Panama,2018,1771001.09,,4.22E+11,67294169200,198387623,4165255,9811,306.08,1,0,0
NIGERIA,Panama,2017,,,3.76E+11,62202700000,193495907,4096063,9811,305.79,1,0,0
NIGERIA,Panama,2016,20105,,4.05E+11,57907700000,188666931,4026336,9811,253.49,1,0,0
NIGERIA,Panama,2015,,,4.93E+11,54091800000,183995785,3957099,9811,192.44,1,0,0
NIGERIA,Panama,2014,21435797,,5.74E+11,49921400000,179379016,3888793,9811,158.55,1,0,0
NIGERIA,Panama,2013,8880831,148091,5.20E+11,45599900000,174726123,3821556,9811,157.31,1,0,0
NIGERIA,Panama,2012,,,4.64E+11,40429700000,170075932,3754862,9811,157.5,1,0,0
NIGERIA,Panama,2011,,169139,4.14E+11,34686224300,165463745,3688674,9811,153.86,1,0,0
NIGERIA,Panama,2010,,,3.67E+11,29440287600,160952853,3623617,9811,150.3,1,0,0
NIGERIA,Panama,2009,,,2.95E+11,27116635600,156595758,3559343,9811,148.88,1,0,0
NIGERIA,Panama,2008,140644,,3.39E+11,25155888600,152382506,3495276,9811,118.57,1,0,0
NIGERIA,Panama,2007,,3519,2.78E+11,21295984200,148294028,3431614,9811,125.81,1,0,0
NIGERIA,Panama,2006,44353,,2.38E+11,18141666300,144329764,3368573,9811,128.65,1,0,0
NIGERIA,Panama,2005,,,1.76E+11,16374393900,140490722,3305868,9811,131.27,1,0,0
NIGERIA,Panama,2004,,,1.36E+11,15013381700,136756848,3243311,9811,132.89,1,0,0
NIGERIA,Panama,2003,834329,,1.05E+11,13693981200,133119801,3181608,9811,129.22,1,0,0
NIGERIA,Panama,2002,175793,,95054059303,12994310400,129583026,3120990,9811,120.58,1,0,0
NIGERIA,Panama,2001,5852833,,73557840064,12502013400,126152678,3061024,9811,111.23,1,0,0
NIGERIA,Panama,2000,237728,,69171451627,12304115000,122851984,3001731,9811,101.7,1,0,0
NIGERIA,Panama,1999,,,59145077039,12130252200,119695565,2943120,9811,92.34,1,0,0
NIGERIA,Panama,1998,,,2.18E+11,11575486400,116690527,2885177,9811,21.89,1,0,0
NIGERIA,Panama,1997,,,2.01E+11,10677286100,113791181,2827992,9811,21.89,1,0,0
NIGERIA,Panama,1996,,,1.86E+11,9870494000,110956183,2771606,9811,21.88,1,0,0
NIGERIA,Philippines,2021,659405.75,1110711.57,4.41E+11,3.94E+11,213401323,113880328,12249,401.15,49.25,0,0
NIGERIA,Philippines,2020,1060886.33,1658228.41,4.32E+11,3.62E+11,208327405,112190977,12249,358.81,49.62,0,0
NIGERIA,Philippines,2019,1221108.67,467720.79,4.75E+11,3.77E+11,203304492,110380804,12249,306.92,51.8,0,0
NIGERIA,Philippines,2018,1273369.46,66979.91,4.22E+11,3.47E+11,198387623,108568836,12249,306.08,52.66,0,0
NIGERIA,Philippines,2017,1224687.74,393005.8,3.76E+11,3.28E+11,193495907,106738501,12249,305.79,50.4,0,0
NIGERIA,Philippines,2016,2123472,,4.05E+11,3.19E+11,188666931,104875266,12249,253.49,47.49,0,0
NIGERIA,Philippines,2015,1915221.13,,4.93E+11,3.06E+11,183995785,103031365,12249,192.44,45.5,0,0
NIGERIA,Philippines,2014,6568894,,5.74E+11,2.97E+11,179379016,101325201,12249,158.55,44.4,0,0
NIGERIA,Philippines,2013,1687463,428019,5.20E+11,2.84E+11,174726123,99700107,12249,157.31,42.45,0,0
NIGERIA,Philippines,2012,62896,,4.64E+11,2.62E+11,170075932,98032317,12249,157.5,42.23,0,0
NIGERIA,Philippines,2011,,,4.14E+11,2.34E+11,165463745,96337913,12249,153.86,43.31,0,0
NIGERIA,Philippines,2010,,1013709,3.67E+11,2.08E+11,160952853,94636700,12249,150.3,45.11,0,0
NIGERIA,Philippines,2009,,5114267,2.95E+11,1.76E+11,156595758,92946951,12249,148.88,47.68,0,0
NIGERIA,Philippines,2008,36008,,3.39E+11,1.82E+11,152382506,91252326,12249,118.57,44.32,0,0
NIGERIA,Philippines,2007,159629,,2.78E+11,1.56E+11,148294028,89561377,12249,125.81,46.15,0,0
NIGERIA,Philippines,2006,13551465,,2.38E+11,1.28E+11,144329764,87901835,12249,128.65,51.31,0,0
NIGERIA,Philippines,2005,,,1.76E+11,1.07E+11,140490722,86261250,12249,131.27,55.09,0,0
NIGERIA,Philippines,2004,,,1.36E+11,95001999685,136756848,84607501,12249,132.89,56.04,0,0
NIGERIA,Philippines,2003,,,1.05E+11,87039092974,133119801,82942837,12249,129.22,54.2,0,0
NIGERIA,Philippines,2002,12636,,95054059303,84307345888,129583026,81285572,12249,120.58,51.6,0,0
NIGERIA,Philippines,2001,847,,73557840064,78921234458,126152678,79626086,12249,111.23,50.99,0,0
NIGERIA,Philippines,2000,,,69171451627,83669788255,122851984,77958223,12249,101.7,44.19,0,0
NIGERIA,Philippines,1999,,,59145077039,85640171045,119695565,76249064,12249,92.34,39.09,0,0
NIGERIA,Philippines,1998,,,2.18E+11,74492416330,116690527,74491918,12249,21.89,40.89,0,0
NIGERIA,Philippines,1997,,,2.01E+11,94106317565,113791181,72718837,12249,21.89,29.47,0,0
NIGERIA,Philippines,1996,,,1.86E+11,94648084429,110956183,70944969,12249,21.88,26.22,0,0
NIGERIA,Poland,2021,23239324.72,533684.68,4.41E+11,6.81E+11,213401323,38307726,4845,401.15,3.86,0,0
NIGERIA,Poland,2020,92847920.58,117864.47,4.32E+11,5.99E+11,208327405,38428366,4845,358.81,3.9,0,0
NIGERIA,Poland,2019,34106623.85,48720.08,4.75E+11,5.96E+11,203304492,38493601,4845,306.92,3.84,0,0
NIGERIA,Poland,2018,34616066.1,358959.37,4.22E+11,5.89E+11,198387623,38521457,4845,306.08,3.61,0,0
NIGERIA,Poland,2017,50589609.8,217327.81,3.76E+11,5.25E+11,193495907,38532812,4845,305.79,3.78,0,0
NIGERIA,Poland,2016,50901108,8588,4.05E+11,4.70E+11,188666931,38532113,4845,253.49,3.94,0,0
NIGERIA,Poland,2015,29383978.99,80618.22,4.93E+11,4.77E+11,183995785,38553146,4845,192.44,3.77,0,0
NIGERIA,Poland,2014,27326396,118610,5.74E+11,5.39E+11,179379016,38581872,4845,158.55,3.15,0,0
NIGERIA,Poland,2013,7246189,2630689,5.20E+11,5.16E+11,174726123,38607353,4845,157.31,3.16,0,0
NIGERIA,Poland,2012,12583761,1946425,4.64E+11,4.95E+11,170075932,38625874,4845,157.5,3.26,0,0
NIGERIA,Poland,2011,8409446,1498251,4.14E+11,5.24E+11,165463745,38620847,4845,153.86,2.96,0,0
NIGERIA,Poland,2010,75624472,82296,3.67E+11,4.76E+11,160952853,38597353,4845,150.3,3.02,0,0
NIGERIA,Poland,2009,14513617,87186,2.95E+11,4.40E+11,156595758,38555285,4845,148.88,3.12,0,0
NIGERIA,Poland,2008,2860300,116417,3.39E+11,5.34E+11,152382506,38522882,4845,118.57,2.41,0,0
NIGERIA,Poland,2007,1207200,50264,2.78E+11,4.29E+11,148294028,38521874,4845,125.81,2.77,0,0
NIGERIA,Poland,2006,2424479,,2.38E+11,3.45E+11,144329764,38547179,4845,128.65,3.1,0,0
NIGERIA,Poland,2005,,,1.76E+11,3.06E+11,140490722,38575911,4845,131.27,3.24,0,0
NIGERIA,Poland,2004,,,1.36E+11,2.55E+11,136756848,38596042,4845,132.89,3.66,0,0
NIGERIA,Poland,2003,5842166,,1.05E+11,2.18E+11,133119801,38621531,4845,129.22,3.89,0,0
NIGERIA,Poland,2002,2430920,,95054059303,1.99E+11,129583026,38647476,4845,120.58,4.08,0,0
NIGERIA,Poland,2001,1377738,,73557840064,1.91E+11,126152678,38662862,4845,111.23,4.09,0,0
NIGERIA,Poland,2000,4217747,,69171451627,1.72E+11,122851984,38504431,4845,101.7,4.35,0,0
NIGERIA,Poland,1999,1954405,1324530,59145077039,1.70E+11,119695565,38354956,4845,92.34,3.97,0,0
NIGERIA,Poland,1998,738292,102816,2.18E+11,1.75E+11,116690527,38379990,4845,21.89,3.48,0,0
NIGERIA,Poland,1997,707479,,2.01E+11,1.59E+11,113791181,38396130,4845,21.89,3.28,0,0
NIGERIA,Poland,1996,499301,4871178,1.86E+11,1.60E+11,110956183,38401408,4845,21.88,2.7,0,0
NIGERIA,Portugal,2021,13974223.6,376838.36,4.41E+11,2.56E+11,213401323,10290103,3756,401.15,,0,0
NIGERIA,Portugal,2020,19992034.48,180123.75,4.32E+11,2.29E+11,208327405,10298192,3756,358.81,,0,0
NIGERIA,Portugal,2019,8331239.73,191910.6,4.75E+11,2.40E+11,203304492,10289923,3756,306.92,,0,0
NIGERIA,Portugal,2018,4358581.56,355956.22,4.22E+11,2.42E+11,198387623,10289835,3756,306.08,,0,0
NIGERIA,Portugal,2017,9477924.93,,3.76E+11,2.21E+11,193495907,10307530,3756,305.79,,0,0
NIGERIA,Portugal,2016,12663435,,4.05E+11,2.06E+11,188666931,10332753,3756,253.49,,0,0
NIGERIA,Portugal,2015,17815955.71,397506.61,4.93E+11,1.99E+11,183995785,10365435,3756,192.44,,0,0
NIGERIA,Portugal,2014,15809526,1652388,5.74E+11,2.30E+11,179379016,10408372,3756,158.55,,0,0
NIGERIA,Portugal,2013,6614811,6915901,5.20E+11,2.26E+11,174726123,10464535,3756,157.31,,0,0
NIGERIA,Portugal,2012,7830333,2240069,4.64E+11,2.16E+11,170075932,10522086,3756,157.5,,0,0
NIGERIA,Portugal,2011,4152204,1366499,4.14E+11,2.45E+11,165463745,10564826,3756,153.86,,0,0
NIGERIA,Portugal,2010,3149491,3199438,3.67E+11,2.38E+11,160952853,10588401,3756,150.3,,0,0
NIGERIA,Portugal,2009,1037107,2466354,2.95E+11,2.45E+11,156595758,10591343,3756,148.88,,0,0
NIGERIA,Portugal,2008,141171,1174693,3.39E+11,2.63E+11,152382506,10580960,3756,118.57,,0,0
NIGERIA,Portugal,2007,274675,1614903,2.78E+11,2.40E+11,148294028,10565551,3756,125.81,,0,0
NIGERIA,Portugal,2006,186355,,2.38E+11,2.09E+11,144329764,10543947,3756,128.65,,0,0
NIGERIA,Portugal,2005,,,1.76E+11,1.97E+11,140490722,10523315,3756,131.27,,0,0
NIGERIA,Portugal,2004,,,1.36E+11,1.89E+11,136756848,10501522,3756,132.89,,0,0
NIGERIA,Portugal,2003,274519,,1.05E+11,1.65E+11,133119801,10473344,3756,129.22,,0,0
NIGERIA,Portugal,2002,780220,,95054059303,1.35E+11,129583026,10430914,3756,120.58,,0,0
NIGERIA,Portugal,2001,674558,,73557840064,1.22E+11,126152678,10371819,3756,111.23,,0,0
NIGERIA,Portugal,2000,927,298361,69171451627,1.19E+11,122851984,10300626,3756,101.7,,0,0
NIGERIA,Portugal,1999,125489,1593928,59145077039,1.27E+11,119695565,10233369,3756,92.34,,0,0
NIGERIA,Portugal,1998,,246678,2.18E+11,1.24E+11,116690527,10179415,3756,21.89,180.1,0,0
NIGERIA,Portugal,1997,624305,1123919,2.01E+11,1.17E+11,113791181,10130549,3756,21.89,175.31,0,0
NIGERIA,Portugal,1996,204224,5427729,1.86E+11,1.23E+11,110956183,10087645,3756,21.88,154.24,0,0
NIGERIA,Russian Fed,2021,522540976.4,1131766.05,4.41E+11,1.84E+12,213401323,145102755,9475,401.15,73.65,0,0
NIGERIA,Russian Fed,2020,626604450.4,813242.75,4.32E+11,1.49E+12,208327405,145617329,9475,358.81,72.1,0,0
NIGERIA,Russian Fed,2019,383013072.1,2213922.01,4.75E+11,1.69E+12,203304492,145742286,9475,306.92,64.74,0,0
NIGERIA,Russian Fed,2018,604387091.4,272945.64,4.22E+11,1.66E+12,198387623,145652293,9475,306.08,62.67,0,0
NIGERIA,Russian Fed,2017,369272785.4,1833070.34,3.76E+11,1.57E+12,193495907,145452536,9475,305.79,58.34,0,0
NIGERIA,Russian Fed,2016,347694874,200696,4.05E+11,1.28E+12,188666931,145109157,9475,253.49,67.06,0,0
NIGERIA,Russian Fed,2015,175716973.5,68359.42,4.93E+11,1.36E+12,183995785,144668389,9475,192.44,60.94,0,0
NIGERIA,Russian Fed,2014,220661595,77995,5.74E+11,2.06E+12,179379016,144285070,9475,158.55,38.38,0,0
NIGERIA,Russian Fed,2013,75703427,3003661,5.20E+11,2.29E+12,174726123,143956866,9475,157.31,31.84,0,0
NIGERIA,Russian Fed,2012,25955550,2500674,4.64E+11,2.21E+12,170075932,143629362,9475,157.5,30.84,0,0
NIGERIA,Russian Fed,2011,17199887,1771261,4.14E+11,2.05E+12,165463745,143364543,9475,153.86,29.38,0,0
NIGERIA,Russian Fed,2010,15088948,85389,3.67E+11,1.52E+12,160952853,143242599,9475,150.3,30.37,0,0
NIGERIA,Russian Fed,2009,6110083,992941,2.95E+11,1.22E+12,156595758,143163643,9475,148.88,31.74,0,0
NIGERIA,Russian Fed,2008,17881119,203969,3.39E+11,1.66E+12,152382506,143086549,9475,118.57,24.85,0,0
NIGERIA,Russian Fed,2007,24136832,119392,2.78E+11,1.30E+12,148294028,143117693,9475,125.81,25.58,0,0
NIGERIA,Russian Fed,2006,7241779,,2.38E+11,9.90E+11,144329764,143338669,9475,128.65,27.19,0,0
NIGERIA,Russian Fed,2005,,,1.76E+11,7.64E+11,140490722,143800049,9475,131.27,28.28,0,0
NIGERIA,Russian Fed,2004,,,1.36E+11,5.91E+11,136756848,144353636,9475,132.89,28.81,0,0
NIGERIA,Russian Fed,2003,32014239,,1.05E+11,4.30E+11,133119801,144946723,9475,129.22,30.69,0,0
NIGERIA,Russian Fed,2002,5268496,,95054059303,3.45E+11,129583026,145590136,9475,120.58,31.35,0,0
NIGERIA,Russian Fed,2001,2781730,,73557840064,3.07E+11,126152678,146235530,9475,111.23,29.17,0,0
NIGERIA,Russian Fed,2000,876193,,69171451627,2.60E+11,122851984,146844839,9475,101.7,28.13,0,0
NIGERIA,Russian Fed,1999,,,59145077039,1.96E+11,119695565,147336388,9475,92.34,24.62,0,0
NIGERIA,Russian Fed,1998,,,2.18E+11,2.71E+11,116690527,147672728,9475,21.89,9.71,0,0
NIGERIA,Russian Fed,1997,11256,,2.01E+11,4.05E+11,113791181,147939972,9475,21.89,5.78,0,0
NIGERIA,Russian Fed,1996,24844,169489,1.86E+11,3.92E+11,110956183,148233411,9475,21.88,5.12,0,0
NIGERIA,Saudi Arabia,2021,395723.58,1384183.25,4.41E+11,8.74E+11,213401323,35950396,4200,401.15,3.75,0,0
NIGERIA,Saudi Arabia,2020,548245.21,594533.66,4.32E+11,7.34E+11,208327405,35997107,4200,358.81,3.75,0,0
NIGERIA,Saudi Arabia,2019,403687.52,48452.85,4.75E+11,8.39E+11,203304492,35827362,4200,306.92,3.75,0,0
NIGERIA,Saudi Arabia,2018,371245.36,621293.52,4.22E+11,8.47E+11,198387623,35018133,4200,306.08,3.75,0,0
NIGERIA,Saudi Arabia,2017,607429.81,402956.1,3.76E+11,7.15E+11,193495907,34193122,4200,305.79,3.75,0,0
NIGERIA,Saudi Arabia,2016,504544,9963,4.05E+11,6.66E+11,188666931,33416270,4200,253.49,3.75,0,0
NIGERIA,Saudi Arabia,2015,2967360.93,1226925.85,4.93E+11,6.69E+11,183995785,32749848,4200,192.44,3.75,0,0
NIGERIA,Saudi Arabia,2014,12771911,1202978,5.74E+11,7.67E+11,179379016,32125564,4200,158.55,3.75,0,0
NIGERIA,Saudi Arabia,2013,9495581,11842866,5.20E+11,7.54E+11,174726123,31482498,4200,157.31,3.75,0,0
NIGERIA,Saudi Arabia,2012,5338260,1776471,4.64E+11,7.42E+11,170075932,30821543,4200,157.5,3.75,0,0
NIGERIA,Saudi Arabia,2011,4876597,1675650,4.14E+11,6.77E+11,165463745,30150945,4200,153.86,3.75,0,0
NIGERIA,Saudi Arabia,2010,1752996,107914,3.67E+11,5.28E+11,160952853,29411929,4200,150.3,3.75,0,0
NIGERIA,Saudi Arabia,2009,5544081,1111793,2.95E+11,4.29E+11,156595758,28483797,4200,148.88,3.75,0,0
NIGERIA,Saudi Arabia,2008,4131651,156539,3.39E+11,5.20E+11,152382506,27437353,4200,118.57,3.75,0,0
NIGERIA,Saudi Arabia,2007,6539813,29004,2.78E+11,4.16E+11,148294028,26400068,4200,125.81,3.75,0,0
NIGERIA,Saudi Arabia,2006,19684900,12590,2.38E+11,3.77E+11,144329764,25382870,4200,128.65,3.75,0,0
NIGERIA,Saudi Arabia,2005,,,1.76E+11,3.28E+11,140490722,24397644,4200,131.27,3.75,0,0
NIGERIA,Saudi Arabia,2004,,,1.36E+11,2.59E+11,136756848,23661808,4200,132.89,3.75,0,0
NIGERIA,Saudi Arabia,2003,8912666,,1.05E+11,2.16E+11,133119801,23150847,4200,129.22,3.75,0,0
NIGERIA,Saudi Arabia,2002,5359674,,95054059303,1.90E+11,129583026,22623415,4200,120.58,3.75,0,0
NIGERIA,Saudi Arabia,2001,2009072,,73557840064,1.84E+11,126152678,22085929,4200,111.23,3.75,0,0
NIGERIA,Saudi Arabia,2000,1275150,,69171451627,1.90E+11,122851984,21547390,4200,101.7,3.75,0,0
NIGERIA,Saudi Arabia,1999,248205,,59145077039,1.62E+11,119695565,21009660,4200,92.34,3.75,0,0
NIGERIA,Saudi Arabia,1998,3434002,,2.18E+11,1.47E+11,116690527,20472580,4200,21.89,3.75,0,0
NIGERIA,Saudi Arabia,1997,756400,,2.01E+11,1.66E+11,113791181,19938377,4200,21.89,3.75,0,0
NIGERIA,Saudi Arabia,1996,1012787,,1.86E+11,1.59E+11,110956183,19410280,4200,21.88,3.75,0,0
NIGERIA,Senegal,2021,10511413.22,1885138.26,4.41E+11,27569136730,213401323,16876720,2589,401.15,554.53,0,0
NIGERIA,Senegal,2020,18206831.1,805370.26,4.32E+11,24530513038,208327405,16436120,2589,358.81,575.59,0,0
NIGERIA,Senegal,2019,15423587.85,312877,4.75E+11,23403995992,203304492,16000781,2589,306.92,585.91,0,0
NIGERIA,Senegal,2018,11062594.12,1234809.21,4.22E+11,23116701556,198387623,15574909,2589,306.08,555.45,0,0
NIGERIA,Senegal,2017,1214449.16,95077.83,3.76E+11,20996562944,193495907,15157793,2589,305.79,580.66,0,0
NIGERIA,Senegal,2016,410035,292759,4.05E+11,19040312333,188666931,14751356,2589,253.49,592.61,0,0
NIGERIA,Senegal,2015,17018.26,1508066.64,4.93E+11,17774766696,183995785,14356181,2589,192.44,591.21,0,0
NIGERIA,Senegal,2014,1886829,1567750,5.74E+11,19797253440,179379016,13970308,2589,158.55,493.76,0,0
NIGERIA,Senegal,2013,560022,2322668,5.20E+11,18918667725,174726123,13595566,2589,157.31,493.9,0,0
NIGERIA,Senegal,2012,4220652,342481,4.64E+11,17660870412,170075932,13231833,2589,157.5,510.56,0,0
NIGERIA,Senegal,2011,7954904,675741,4.14E+11,17814283639,165463745,12875880,2589,153.86,471.25,0,0
NIGERIA,Senegal,2010,352218,281524,3.67E+11,16121315909,160952853,12530121,2589,150.3,494.79,0,0
NIGERIA,Senegal,2009,1679,117284,2.95E+11,16145867495,156595758,12195029,2589,148.88,470.29,0,0
NIGERIA,Senegal,2008,50312,,3.39E+11,16853989628,152382506,11872929,2589,118.57,446,0,0
NIGERIA,Senegal,2007,,,2.78E+11,13994218413,148294028,11563869,2589,125.81,478.63,0,0
NIGERIA,Senegal,2006,,,2.38E+11,11697918243,144329764,11263387,2589,128.65,522.43,0,0
NIGERIA,Senegal,2005,,,1.76E+11,11009033438,140490722,10974057,2589,131.27,527.26,0,0
NIGERIA,Senegal,2004,,,1.36E+11,10076816667,136756848,10698691,2589,132.89,527.34,0,0
NIGERIA,Senegal,2003,1106875,,1.05E+11,8768721563,133119801,10434504,2589,129.22,579.9,0,0
NIGERIA,Senegal,2002,1212239,,95054059303,7006402320,129583026,10180950,2589,120.58,693.71,0,0
NIGERIA,Senegal,2001,1448197,,73557840064,6507824829,126152678,9938027,2589,111.23,732.4,0,0
NIGERIA,Senegal,2000,279366,,69171451627,6013185004,122851984,9704287,2589,101.7,710.21,0,0
NIGERIA,Senegal,1999,745832,,59145077039,6592834933,119695565,9478564,2589,92.34,615.47,0,0
NIGERIA,Senegal,1998,130587,,2.18E+11,6505607909,116690527,9261526,2589,21.89,589.95,0,0
NIGERIA,Senegal,1997,573662,,2.01E+11,6041478726,113791181,9051539,2589,21.89,583.67,0,0
NIGERIA,Senegal,1996,6659995,,1.86E+11,6559712166,110956183,8843423,2589,21.88,511.55,0,0
NIGERIA,Singapore,2021,11814833.8,320586.71,4.41E+11,4.24E+11,213401323,5941060,10560,401.15,1.34,0,1
NIGERIA,Singapore,2020,10879619.65,,4.32E+11,3.48E+11,208327405,5909869,10560,358.81,1.38,0,1
NIGERIA,Singapore,2019,7207821.34,417151.49,4.75E+11,3.77E+11,203304492,5866405,10560,306.92,1.36,0,1
NIGERIA,Singapore,2018,5802847.88,,4.22E+11,3.77E+11,198387623,5814537,10560,306.08,1.35,0,1
NIGERIA,Singapore,2017,6851901.06,,3.76E+11,3.43E+11,193495907,5764487,10560,305.79,1.38,0,1
NIGERIA,Singapore,2016,9002522,,4.05E+11,3.19E+11,188666931,5711933,10560,253.49,1.38,0,1
NIGERIA,Singapore,2015,14989296.24,7141851.21,4.93E+11,3.08E+11,183995785,5650018,10560,192.44,1.37,0,1
