REPORTER COUNTRY,PARTNER COUNTRY,YEAR,IMPORT (US DOLLAR),EXPORT (US DOLLAR),GDP (NIGERIA),GDP (PARTNER),POPULATION (NIGERIA),POPULATION (PARTNER),DISTANCE,EXCHANGE RATE (NIGERIA),EXCHANGE RATE (PARTNER),LANDLOCKED,COMMON OFFICIAL LANGUAGE
NIGERIA,Chad,2010,77559,,3.67E+11,10668103554,160952853,11894727,1301,150.3,494.79,1,0
NIGERIA,Chad,2009,10759217,53597,2.95E+11,9290728319,156595758,11496128,1301,148.88,470.29,1,0
NIGERIA,Chad,2008,,,3.39E+11,10393833765,152382506,11098664,1301,118.57,446,1,0
NIGERIA,Chad,2007,,,2.78E+11,8650137743,148294028,10722731,1301,125.81,478.63,1,0
NIGERIA,Chad,2006,6062,,2.38E+11,7428701454,144329764,10365614,1301,128.65,522.43,1,0
NIGERIA,Chad,2005,,,1.76E+11,6649307524,140490722,10005012,1301,131.27,527.26,1,0
NIGERIA,Chad,2004,,,1.36E+11,4422855661,136756848,9613503,1301,132.89,527.34,1,0
NIGERIA,Chad,2003,,2432649,1.05E+11,2742815072,133119801,9196366,1301,129.22,579.9,1,0
NIGERIA,Chad,2002,7513,153184,95054059303,1997005709,129583026,8838369,1301,120.58,693.71,1,0
NIGERIA,Chad,2001,64191,1030022,73557840064,1710843377,126152678,8538804,1301,111.23,732.4,1,0
NIGERIA,Chad,2000,42556,915544,69171451627,1388506772,122851984,8259137,1301,101.7,710.21,1,0
NIGERIA,Chad,1999,66205,490592,59145077039,1534673583,119695565,7981889,1301,92.34,615.47,1,0
NIGERIA,Chad,1998,,,2.18E+11,1744794531,116690527,7709115,1301,21.89,589.95,1,0
NIGERIA,Chad,1997,,,2.01E+11,1544689577,113791181,7450874,1301,21.89,583.67,1,0
NIGERIA,Chad,1996,,,1.86E+11,1607345356,110956183,7200291,1301,21.88,511.55,1,0
NIGERIA,Chile,2021,107632366.1,,4.41E+11,3.17E+11,213401323,19493184,9724,401.15,758.96,0,0
NIGERIA,Chile,2020,145223816.7,,4.32E+11,2.54E+11,208327405,19300315,9724,358.81,792.73,0,0
NIGERIA,Chile,2019,95499326.03,,4.75E+11,2.79E+11,203304492,19039485,9724,306.92,702.9,0,0
NIGERIA,Chile,2018,89415542.93,,4.22E+11,2.96E+11,198387623,18701450,9724,306.08,641.28,0,0
NIGERIA,Chile,2017,58723819.3,,3.76E+11,2.76E+11,193495907,18368577,9724,305.79,648.83,0,0
NIGERIA,Chile,2016,64185144,,4.05E+11,2.49E+11,188666931,18083879,9724,253.49,676.96,0,0
NIGERIA,Chile,2015,118704427.4,,4.93E+11,2.42E+11,183995785,17870124,9724,192.44,654.12,0,0
NIGERIA,Chile,2014,123554890,,5.74E+11,2.60E+11,179379016,17687108,9724,158.55,570.35,0,0
NIGERIA,Chile,2013,78486686,27947539,5.20E+11,2.77E+11,174726123,17509925,9724,157.31,495.27,0,0
NIGERIA,Chile,2012,104380234,,4.64E+11,2.67E+11,170075932,17341771,9724,157.5,486.47,0,0
NIGERIA,Chile,2011,51495408,,4.14E+11,2.51E+11,165463745,17173573,9724,153.86,483.67,0,0
NIGERIA,Chile,2010,86643404,,3.67E+11,2.17E+11,160952853,17004162,9724,150.3,510.25,0,0
NIGERIA,Chile,2009,98035588,,2.95E+11,1.72E+11,156595758,16833447,9724,148.88,560.86,0,0
NIGERIA,Chile,2008,69866437,,3.39E+11,1.80E+11,152382506,16661462,9724,118.57,522.46,0,0
NIGERIA,Chile,2007,256613326,,2.78E+11,1.72E+11,148294028,16495538,9724,125.81,522.46,0,0
NIGERIA,Chile,2006,77638357,,2.38E+11,1.54E+11,144329764,16334575,9724,128.65,530.28,0,0
NIGERIA,Chile,2005,,,1.76E+11,1.22E+11,140490722,16175311,9724,131.27,559.77,0,0
NIGERIA,Chile,2004,,,1.36E+11,99075985722,136756848,16017966,9724,132.89,609.53,0,0
NIGERIA,Chile,2003,20384378,,1.05E+11,76492579644,133119801,15859112,9724,129.22,691.4,0,0
NIGERIA,Chile,2002,9329337,,95054059303,70264045960,129583026,15693790,9724,120.58,688.94,0,0
NIGERIA,Chile,2001,4307709,,73557840064,71574739559,126152678,15523978,9724,111.23,634.94,0,0
NIGERIA,Chile,2000,904781,,69171451627,78339750717,122851984,15351799,9724,101.7,539.59,0,0
NIGERIA,Chile,1999,4032,,59145077039,75578685736,119695565,15176410,9724,92.34,508.78,0,0
NIGERIA,Chile,1998,,,2.18E+11,81990010726,116690527,14996742,9724,21.89,460.29,0,0
NIGERIA,Chile,1997,,,2.01E+11,85741415248,113791181,14809289,9724,21.89,419.3,0,0
NIGERIA,Chile,1996,,,1.86E+11,78584098983,110956183,14615483,9724,21.88,412.27,0,0
NIGERIA,China,2021,235642481.7,4622682.92,4.41E+11,1.78E+13,213401323,1425893465,9920,401.15,6.45,0,0
NIGERIA,China,2020,447694280.5,3109417.35,4.32E+11,1.47E+13,208327405,1424929781,9920,358.81,6.9,0,0
NIGERIA,China,2019,285113827.9,1499792.33,4.75E+11,1.43E+13,203304492,1421864031,9920,306.92,6.91,0,0
NIGERIA,China,2018,253113813.8,2514999.65,4.22E+11,1.39E+13,198387623,1417069468,9920,306.08,6.62,0,0
NIGERIA,China,2017,255750111,15660118.57,3.76E+11,1.23E+13,193495907,1410275957,9920,305.79,6.76,0,0
NIGERIA,China,2016,201009752,11261636,4.05E+11,1.12E+13,188666931,1401889681,9920,253.49,6.64,0,0
NIGERIA,China,2015,267586808.8,3205119.81,4.93E+11,1.11E+13,183995785,1393715448,9920,192.44,6.23,0,0
NIGERIA,China,2014,389305477,7128225,5.74E+11,1.05E+13,179379016,1385189668,9920,158.55,6.14,0,0
NIGERIA,China,2013,559574548,25778548,5.20E+11,9.57E+12,174726123,1376100308,9920,157.31,6.2,0,0
NIGERIA,China,2012,563043243,136164926,4.64E+11,8.53E+12,170075932,1366560818,9920,157.5,6.31,0,0
NIGERIA,China,2011,883745535,42917908,4.14E+11,7.55E+12,165463745,1357095481,9920,153.86,6.46,0,0
NIGERIA,China,2010,234745867,8075174,3.67E+11,6.09E+12,160952853,1348191368,9920,150.3,6.77,0,0
NIGERIA,China,2009,249878941,14800011,2.95E+11,5.10E+12,156595758,1339125595,9920,148.88,6.83,0,0
NIGERIA,China,2008,94605172,2641229,3.39E+11,4.59E+12,152382506,1330167148,9920,118.57,6.95,0,0
NIGERIA,China,2007,145565936,22264531,2.78E+11,3.55E+12,148294028,1321513224,9920,125.81,7.61,0,0
NIGERIA,China,2006,205507891,,2.38E+11,2.75E+12,144329764,1313086567,9920,128.65,7.97,0,0
NIGERIA,China,2005,,,1.76E+11,2.29E+12,140490722,1304887562,9920,131.27,8.19,0,0
NIGERIA,China,2004,,,1.36E+11,1.96E+12,136756848,1296816711,9920,132.89,8.28,0,0
NIGERIA,China,2003,63759009,3,1.05E+11,1.66E+12,133119801,1288873367,9920,129.22,8.28,0,0
NIGERIA,China,2002,111977805,68610,95054059303,1.47E+12,129583026,1280926120,9920,120.58,8.28,0,0
NIGERIA,China,2001,73127774,,73557840064,1.34E+12,126152678,1272739582,9920,111.23,8.28,0,0
NIGERIA,China,2000,12653662,,69171451627,1.21E+12,122851984,1264099069,9920,101.7,8.28,0,0
NIGERIA,China,1999,3440094,773,59145077039,1.09E+12,119695565,1255433236,9920,92.34,8.28,0,0
NIGERIA,China,1998,17500868,,2.18E+11,1.03E+12,116690527,1246836105,9920,21.89,8.28,0,0
NIGERIA,China,1997,4307142,,2.01E+11,9.62E+11,113791181,1237801448,9920,21.89,8.29,0,0
NIGERIA,China,1996,3536301,,1.86E+11,8.64E+11,110956183,1228298836,9920,21.88,8.31,0,0
NIGERIA,Cote Divoire,2021,11085875.85,5360272.65,4.41E+11,71811075955,213401323,27478249,1576,401.15,554.53,0,0
NIGERIA,Cote Divoire,2020,19963985.12,591954.28,4.32E+11,62982768372,208327405,26811790,1576,358.81,575.59,0,0
NIGERIA,Cote Divoire,2019,9954352.7,170059.31,4.75E+11,59898479821,203304492,26147551,1576,306.92,585.91,0,0
NIGERIA,Cote Divoire,2018,10233026.09,497882.52,4.22E+11,58522477745,198387623,25493988,1576,306.08,555.45,0,0
NIGERIA,Cote Divoire,2017,6436174.26,3167478.46,3.76E+11,52512344034,193495907,24848016,1576,305.79,580.66,0,0
NIGERIA,Cote Divoire,2016,11112452,590806,4.05E+11,48407761032,188666931,24213622,1576,253.49,592.61,0,0
NIGERIA,Cote Divoire,2015,6814988.18,2384395.2,4.93E+11,45815005171,183995785,23596741,1576,192.44,591.21,0,0
NIGERIA,Cote Divoire,2014,7403931,3807819,5.74E+11,48843005626,179379016,22995555,1576,158.55,493.76,0,0
NIGERIA,Cote Divoire,2013,5184418,31882673,5.20E+11,42760235498,174726123,22469268,1576,157.31,493.9,0,0
NIGERIA,Cote Divoire,2012,14853206,6121544,4.64E+11,36302302845,170075932,22010712,1576,157.5,510.56,0,0
NIGERIA,Cote Divoire,2011,2535292,12562399,4.14E+11,36693710823,165463745,21562914,1576,153.86,471.25,0,0
NIGERIA,Cote Divoire,2010,5562958,1401201,3.67E+11,34936307965,160952853,21120042,1576,150.3,494.79,0,0
NIGERIA,Cote Divoire,2009,6028975,,2.95E+11,33886813226,156595758,20677762,1576,148.88,470.29,0,0
NIGERIA,Cote Divoire,2008,3307277,76683,3.39E+11,34078240260,152382506,20244449,1576,118.57,446,0,0
NIGERIA,Cote Divoire,2007,11554586,27943,2.78E+11,28760090924,148294028,19817700,1576,125.81,478.63,0,0
NIGERIA,Cote Divoire,2006,3309484,,2.38E+11,25281413268,144329764,19394057,1576,128.65,522.43,0,0
NIGERIA,Cote Divoire,2005,,,1.76E+11,24036918719,140490722,18970215,1576,131.27,527.26,0,0
NIGERIA,Cote Divoire,2004,,,1.36E+11,23510575668,136756848,18544903,1576,132.89,527.34,0,0
NIGERIA,Cote Divoire,2003,5339725,,1.05E+11,21251754334,133119801,18116451,1576,129.22,579.9,0,0
NIGERIA,Cote Divoire,2002,1316304,,95054059303,18054383334,129583026,17683897,1576,120.58,693.71,0,0
NIGERIA,Cote Divoire,2001,39751900,,73557840064,16810537038,126152678,17245468,1576,111.23,732.4,0,0
NIGERIA,Cote Divoire,2000,7856922,,69171451627,16577533891,122851984,16799670,1576,101.7,710.21,0,0
NIGERIA,Cote Divoire,1999,1305047,,59145077039,18870992456,119695565,16345894,1576,92.34,615.47,0,0
NIGERIA,Cote Divoire,1998,619995,,2.18E+11,19619654770,116690527,15858990,1576,21.89,589.95,0,0
NIGERIA,Cote Divoire,1997,2510792,,2.01E+11,18047558027,113791181,15335453,1576,21.89,583.67,0,0
NIGERIA,Cote Divoire,1996,266037,,1.86E+11,18071152821,110956183,14810946,1576,21.88,511.55,0,0
NIGERIA,Denmark,2021,148289330.5,3429.32,4.41E+11,4.06E+11,213401323,5854240,5234,401.15,6.29,0,0
NIGERIA,Denmark,2020,76346454.94,,4.32E+11,3.55E+11,208327405,5825641,5234,358.81,6.54,0,0
NIGERIA,Denmark,2019,38395449.22,,4.75E+11,3.46E+11,203304492,5795878,5234,306.92,6.67,0,0
NIGERIA,Denmark,2018,29712564.94,,4.22E+11,3.57E+11,198387623,5766686,5234,306.08,6.31,0,0
NIGERIA,Denmark,2017,43246484.26,,3.76E+11,3.32E+11,193495907,5737284,5234,305.79,6.6,0,0
NIGERIA,Denmark,2016,59772856,,4.05E+11,3.13E+11,188666931,5706857,5234,253.49,6.73,0,0
NIGERIA,Denmark,2015,52471059.82,,4.93E+11,3.03E+11,183995785,5677796,5234,192.44,6.73,0,0
NIGERIA,Denmark,2014,142164495,5129,5.74E+11,3.53E+11,179379016,5650653,5234,158.55,5.61,0,0
NIGERIA,Denmark,2013,59339520,2845143,5.20E+11,3.44E+11,174726123,5625385,5234,157.31,5.62,0,0
NIGERIA,Denmark,2012,7616403,,4.64E+11,3.27E+11,170075932,5600959,5234,157.5,5.79,0,0
NIGERIA,Denmark,2011,10698298,,4.14E+11,3.44E+11,165463745,5576016,5234,153.86,5.37,0,0
NIGERIA,Denmark,2010,,,3.67E+11,3.22E+11,160952853,5550849,5234,150.3,5.62,0,0
NIGERIA,Denmark,2009,,,2.95E+11,3.21E+11,156595758,5526452,5234,148.88,5.36,0,0
NIGERIA,Denmark,2008,14221403,1210,3.39E+11,3.53E+11,152382506,5502751,5234,118.57,5.1,0,0
NIGERIA,Denmark,2007,112584026,244068,2.78E+11,3.19E+11,148294028,5479722,5234,125.81,5.44,0,0
NIGERIA,Denmark,2006,44903210,,2.38E+11,2.83E+11,144329764,5457864,5234,128.65,5.95,0,0
NIGERIA,Denmark,2005,,,1.76E+11,2.64E+11,140490722,5436313,5234,131.27,6,0,0
NIGERIA,Denmark,2004,,,1.36E+11,2.51E+11,136756848,5415586,5234,132.89,5.99,0,0
NIGERIA,Denmark,2003,13076580,,1.05E+11,2.18E+11,133119801,5396355,5234,129.22,6.59,0,0
NIGERIA,Denmark,2002,10930308,,95054059303,1.79E+11,129583026,5378697,5234,120.58,7.89,0,0
NIGERIA,Denmark,2001,9450801,,73557840064,1.65E+11,126152678,5360748,5234,111.23,8.32,0,0
NIGERIA,Denmark,2000,11965927,,69171451627,1.64E+11,122851984,5340655,5234,101.7,8.08,0,0
NIGERIA,Denmark,1999,40998352,,59145077039,1.78E+11,119695565,5319854,5234,92.34,6.98,0,0
NIGERIA,Denmark,1998,9743682,,2.18E+11,1.77E+11,116690527,5298992,5234,21.89,6.7,0,0
NIGERIA,Denmark,1997,6240078,,2.01E+11,1.74E+11,113791181,5277382,5234,21.89,6.6,0,0
NIGERIA,Denmark,1996,6972263,2541226,1.86E+11,1.88E+11,110956183,5256007,5234,21.88,5.8,0,0
NIGERIA,Egypt,2021,5426951.89,1207491.38,4.41E+11,4.25E+11,213401323,109262178,3047,401.15,15.64,0,0
NIGERIA,Egypt,2020,7560450.93,910356,4.32E+11,3.84E+11,208327405,107465134,3047,358.81,15.76,0,0
NIGERIA,Egypt,2019,5289814.06,781289.06,4.75E+11,3.19E+11,203304492,105618671,3047,306.92,16.77,0,0
NIGERIA,Egypt,2018,2995525.13,1225162.45,4.22E+11,2.63E+11,198387623,103740765,3047,306.08,17.77,0,0
NIGERIA,Egypt,2017,1622967.77,555913.45,3.76E+11,2.48E+11,193495907,101789386,3047,305.79,17.78,0,0
NIGERIA,Egypt,2016,3028784,1069,4.05E+11,3.32E+11,188666931,99784030,3047,253.49,10.03,0,0
NIGERIA,Egypt,2015,1960314.58,577627.86,4.93E+11,3.29E+11,183995785,97723799,3047,192.44,7.69,0,0
NIGERIA,Egypt,2014,3741916,320368,5.74E+11,3.06E+11,179379016,95592324,3047,158.55,7.08,0,0
NIGERIA,Egypt,2013,3215232,520455,5.20E+11,2.88E+11,174726123,93377890,3047,157.31,6.87,0,0
NIGERIA,Egypt,2012,910540,,4.64E+11,2.79E+11,170075932,91240376,3047,157.5,6.06,0,0
NIGERIA,Egypt,2011,4150422,,4.14E+11,2.36E+11,165463745,89200054,3047,153.86,5.93,0,0
NIGERIA,Egypt,2010,45386,65702,3.67E+11,2.19E+11,160952853,87252413,3047,150.3,5.62,0,0
NIGERIA,Egypt,2009,19972044,1399,2.95E+11,1.89E+11,156595758,85501064,3047,148.88,5.54,0,0
NIGERIA,Egypt,2008,162934,,3.39E+11,1.63E+11,152382506,83844783,3047,118.57,5.43,0,0
NIGERIA,Egypt,2007,615949,,2.78E+11,1.30E+11,148294028,82218755,3047,125.81,5.64,0,0
NIGERIA,Egypt,2006,,,2.38E+11,1.07E+11,144329764,80629670,3047,128.65,5.73,0,0
NIGERIA,Egypt,2005,,,1.76E+11,89600665557,140490722,79075310,3047,131.27,5.78,0,0
NIGERIA,Egypt,2004,,,1.36E+11,78782467532,136756848,77522427,3047,132.89,6.2,0,0
NIGERIA,Egypt,2003,31073,,1.05E+11,80288461538,133119801,75963322,3047,129.22,5.85,0,0
NIGERIA,Egypt,2002,94378,,95054059303,85146067416,129583026,74393759,3047,120.58,4.5,0,0
NIGERIA,Egypt,2001,4022,,73557840064,96684636119,126152678,72854261,3047,111.23,3.97,0,0
NIGERIA,Egypt,2000,298987,,69171451627,99838543960,122851984,71371371,3047,101.7,3.47,0,0
NIGERIA,Egypt,1999,7556,,59145077039,90710704807,119695565,69907887,3047,92.34,3.4,0,0
NIGERIA,Egypt,1998,,,2.18E+11,84828807556,116690527,68446011,3047,21.89,3.39,0,0
NIGERIA,Egypt,1997,,,2.01E+11,78436578171,113791181,66993728,3047,21.89,3.39,0,0
NIGERIA,Egypt,1996,,,1.86E+11,67629716981,110956183,65565195,3047,21.88,3.39,0,0
NIGERIA,Ethiopia,2021,735527.38,,4.41E+11,1.11E+11,213401323,120283026,3496,401.15,43.73,1,0
NIGERIA,Ethiopia,2020,536924.74,165503.41,4.32E+11,1.08E+11,208327405,117190911,3496,358.81,34.93,1,0
NIGERIA,Ethiopia,2019,52311.65,,4.75E+11,95912607722,203304492,114120594,3496,306.92,29.07,1,0
NIGERIA,Ethiopia,2018,36297.34,14243.06,4.22E+11,84269196626,198387623,111129438,3496,306.08,27.43,1,0
NIGERIA,Ethiopia,2017,7662.2,,3.76E+11,81770886826,193495907,108197950,3496,305.79,23.87,1,0
NIGERIA,Ethiopia,2016,40594,,4.05E+11,74296745208,188666931,105293228,3496,253.49,21.73,1,0
NIGERIA,Ethiopia,2015,77689.05,1,4.93E+11,64589328551,183995785,102471895,3496,192.44,20.58,1,0
NIGERIA,Ethiopia,2014,209336,1365,5.74E+11,55612228234,179379016,99746766,3496,158.55,19.59,1,0
NIGERIA,Ethiopia,2013,260545,1929091,5.20E+11,47648276605,174726123,97084366,3496,157.31,18.63,1,0
NIGERIA,Ethiopia,2012,34218,159488,4.64E+11,43310721414,170075932,94451280,3496,157.5,17.7,1,0
NIGERIA,Ethiopia,2011,244954,,4.14E+11,31952763089,165463745,91817929,3496,153.86,16.9,1,0
NIGERIA,Ethiopia,2010,759390,1365,3.67E+11,29933790334,160952853,89237791,3496,150.3,14.41,1,0
NIGERIA,Ethiopia,2009,,,2.95E+11,32437389116,156595758,86755585,3496,148.88,11.78,1,0
NIGERIA,Ethiopia,2008,,,3.39E+11,27066912635,152382506,84357105,3496,118.57,9.6,1,0
NIGERIA,Ethiopia,2007,,,2.78E+11,19707616773,148294028,81996185,3496,125.81,8.97,1,0
NIGERIA,Ethiopia,2006,,,2.38E+11,15280861835,144329764,79691050,3496,128.65,8.7,1,0
NIGERIA,Ethiopia,2005,,,1.76E+11,12401139454,140490722,77469940,3496,131.27,8.67,1,0
NIGERIA,Ethiopia,2004,,,1.36E+11,10131187261,136756848,75301026,3496,132.89,8.64,1,0
NIGERIA,Ethiopia,2003,,,1.05E+11,8623691300,133119801,73168838,3496,129.22,8.6,1,0
NIGERIA,Ethiopia,2002,,,95054059303,7850809498,129583026,71073215,3496,120.58,8.57,1,0
NIGERIA,Ethiopia,2001,71110,,73557840064,8231326016,126152678,69018932,3496,111.23,8.46,1,0
NIGERIA,Ethiopia,2000,,,69171451627,8242349618,122851984,67031867,3496,101.7,8.22,1,0
NIGERIA,Ethiopia,1999,563,,59145077039,7700833482,119695565,65077579,3496,92.34,7.94,1,0
NIGERIA,Ethiopia,1998,,39995,2.18E+11,7818205593,116690527,63136493,3496,21.89,7.12,1,0
NIGERIA,Ethiopia,1997,,,2.01E+11,8589233860,113791181,61233480,3496,21.89,6.71,1,0
NIGERIA,Ethiopia,1996,,38189,1.86E+11,8547939731,110956183,59347649,3496,21.88,6.35,1,0
NIGERIA,Faeroe Is,2021,39371133.39,,4.41E+11,3655063938,213401323,52889,5997,401.15,,0,0
NIGERIA,Faeroe Is,2020,95156952.22,,4.32E+11,3262045883,208327405,52415,5997,358.81,,0,0
NIGERIA,Faeroe Is,2019,39840698.34,,4.75E+11,3266432734,203304492,51681,5997,306.92,,0,0
NIGERIA,Faeroe Is,2018,78253657.23,,4.22E+11,3188600927,198387623,50955,5997,306.08,,0,0
NIGERIA,Faeroe Is,2017,64556689.64,,3.76E+11,2980057378,193495907,50230,5997,305.79,,0,0
NIGERIA,Faeroe Is,2016,23702237,,4.05E+11,2813278869,188666931,49500,5997,253.49,6.73,0,0
NIGERIA,Faeroe Is,2015,81038868.41,,4.93E+11,2573905971,183995785,48816,5997,192.44,6.73,0,0
NIGERIA,Faeroe Is,2014,73144008,,5.74E+11,2914012679,179379016,48465,5997,158.55,5.61,0,0
NIGERIA,Faeroe Is,2013,118179859,3766202,5.20E+11,2690110521,174726123,48418,5997,157.31,5.62,0,0
NIGERIA,Faeroe Is,2012,63586617,,4.64E+11,2427200389,170075932,48392,5997,157.5,5.79,0,0
NIGERIA,Faeroe Is,2011,86924656,,4.14E+11,2505740669,165463745,48386,5997,153.86,5.37,0,0
NIGERIA,Faeroe Is,2010,27139577,,3.67E+11,2331796784,160952853,48410,5997,150.3,5.62,0,0
NIGERIA,Faeroe Is,2009,2668178,3989,2.95E+11,2296065170,156595758,48429,5997,148.88,5.36,0,0
NIGERIA,Faeroe Is,2008,7609914,,3.39E+11,2489873250,152382506,48411,5997,118.57,5.1,0,0
NIGERIA,Faeroe Is,2007,12726173,,2.78E+11,2339015313,148294028,48361,5997,125.81,5.44,0,0
NIGERIA,Faeroe Is,2006,59596,,2.38E+11,2017680835,144329764,48313,5997,128.65,5.95,0,0
NIGERIA,Faeroe Is,2005,,,1.76E+11,1759739599,140490722,48291,5997,131.27,6,0,0
NIGERIA,Faeroe Is,2004,,,1.36E+11,1724770771,136756848,47989,5997,132.89,5.99,0,0
NIGERIA,Faeroe Is,2003,12160401,,1.05E+11,1501941581,133119801,47392,5997,129.22,6.59,0,0
NIGERIA,Faeroe Is,2002,4381646,,95054059303,1275093689,129583026,46813,5997,120.58,7.89,0,0
NIGERIA,Faeroe Is,2001,2862044,,73557840064,1160268212,126152678,46245,5997,111.23,8.32,0,0
NIGERIA,Faeroe Is,2000,935708,,69171451627,1067109531,122851984,45660,5997,101.7,8.08,0,0
NIGERIA,Faeroe Is,1999,,40394,59145077039,1127684827,119695565,45203,5997,92.34,6.98,0,0
NIGERIA,Faeroe Is,1998,,,2.18E+11,1104744235,116690527,44865,5997,21.89,6.7,0,0
NIGERIA,Faeroe Is,1997,,,2.01E+11,933763083.4,113791181,44495,5997,21.89,6.6,0,0
NIGERIA,Faeroe Is,1996,,,1.86E+11,989536914.7,110956183,44138,5997,21.88,5.8,0,0
NIGERIA,France+Monac,2021,140871024.4,76479561.66,4.41E+11,2.96E+12,213401323,64531444,4163,401.15,,0,0
NIGERIA,France+Monac,2020,139185794,23301442.9,4.32E+11,2.65E+12,208327405,64480053,4163,358.81,,0,0
NIGERIA,France+Monac,2019,76860854.31,3097902.5,4.75E+11,2.73E+12,203304492,64399759,4163,306.92,,0,0
NIGERIA,France+Monac,2018,66040547.65,13348657.61,4.22E+11,2.79E+12,198387623,64277808,4163,306.08,,0,0
NIGERIA,France+Monac,2017,200797543.9,9020360.09,3.76E+11,2.60E+12,193495907,64144086,4163,305.79,,0,0
NIGERIA,France+Monac,2016,67658027,4375543,4.05E+11,2.47E+12,188666931,63989319,4163,253.49,,0,0
NIGERIA,France+Monac,2015,88891449.24,21853997.52,4.93E+11,2.44E+12,183995785,63809769,4163,192.44,,0,0
NIGERIA,France+Monac,2014,161958190,25919153,5.74E+11,2.86E+12,179379016,63588491,4163,158.55,,0,0
NIGERIA,France+Monac,2013,130417282,41362393,5.20E+11,2.81E+12,174726123,63335180,4163,157.31,,0,0
NIGERIA,France+Monac,2012,138459769,206072149,4.64E+11,2.68E+12,170075932,63071416,4163,157.5,,0,0
NIGERIA,France+Monac,2011,442991345,62684554,4.14E+11,2.87E+12,165463745,62775268,4163,153.86,,0,0
NIGERIA,France+Monac,2010,75902128,148148112,3.67E+11,2.65E+12,160952853,62444567,4163,150.3,,0,0
NIGERIA,France+Monac,2009,120921131,53963952,2.95E+11,2.70E+12,156595758,62093296,4163,148.88,,0,0
NIGERIA,France+Monac,2008,50792631,48943210,3.39E+11,2.93E+12,152382506,61721009,4163,118.57,,0,0
NIGERIA,France+Monac,2007,130333683,36741835,2.78E+11,2.66E+12,148294028,61329376,4163,125.81,,0,0
NIGERIA,France+Monac,2006,98806021,1902648,2.38E+11,2.32E+12,144329764,60919150,4163,128.65,,0,0
NIGERIA,France+Monac,2005,,,1.76E+11,2.20E+12,140490722,60510079,4163,131.27,,0,0
NIGERIA,France+Monac,2004,,,1.36E+11,2.12E+12,136756848,60108438,4163,132.89,,0,0
NIGERIA,France+Monac,2003,51100533,5293,1.05E+11,1.84E+12,133119801,59728262,4163,129.22,,0,0
NIGERIA,France+Monac,2002,46968162,,95054059303,1.50E+12,129583026,59372786,4163,120.58,,0,0
NIGERIA,France+Monac,2001,62549906,,73557840064,1.38E+12,126152678,59014772,4163,111.23,,0,0
NIGERIA,France+Monac,2000,28284375,32687,69171451627,1.37E+12,122851984,58665453,4163,101.7,,0,0
NIGERIA,France+Monac,1999,50985488,772581,59145077039,1.49E+12,119695565,58352208,4163,92.34,,0,0
NIGERIA,France+Monac,1998,36003276,1073250,2.18E+11,1.50E+12,116690527,58080344,4163,21.89,5.9,0,0
NIGERIA,France+Monac,1997,20084298,109155,2.01E+11,1.45E+12,113791181,57839363,4163,21.89,5.84,0,0
NIGERIA,France+Monac,1996,16706921,2494919,1.86E+11,1.61E+12,110956183,57623178,4163,21.88,5.12,0,0
NIGERIA,Germany,2021,240376090.3,87091760.74,4.41E+11,4.28E+12,213401323,83408554,4669,401.15,,0,0
NIGERIA,Germany,2020,334033795.3,58828626.64,4.32E+11,3.89E+12,208327405,83328988,4669,358.81,,0,0
NIGERIA,Germany,2019,119904533.6,81571397.76,4.75E+11,3.89E+12,203304492,83148141,4669,306.92,,0,0
NIGERIA,Germany,2018,110520524.4,44531453.89,4.22E+11,3.97E+12,198387623,82896696,4669,306.08,,0,0
NIGERIA,Germany,2017,222214144.2,20974655.45,3.76E+11,3.69E+12,193495907,82624374,4669,305.79,,0,0
NIGERIA,Germany,2016,93793477,26081643,4.05E+11,3.47E+12,188666931,82331423,4669,253.49,,0,0
NIGERIA,Germany,2015,117897730.7,53543895.18,4.93E+11,3.36E+12,183995785,82073226,4669,192.44,,0,0
NIGERIA,Germany,2014,94552615,60924538,5.74E+11,3.89E+12,179379016,81858825,4669,158.55,,0,0
NIGERIA,Germany,2013,105180021,110043813,5.20E+11,3.73E+12,174726123,81680591,4669,157.31,,0,0
NIGERIA,Germany,2012,49648859,76479071,4.64E+11,3.53E+12,170075932,81545565,4669,157.5,,0,0
NIGERIA,Germany,2011,47528420,44903650,4.14E+11,3.75E+12,165463745,81423378,4669,153.86,,0,0
NIGERIA,Germany,2010,14018775,47492768,3.67E+11,3.40E+12,160952853,81325090,4669,150.3,,0,0
NIGERIA,Germany,2009,16227299,27370947,2.95E+11,3.41E+12,156595758,81260615,4669,148.88,,0,0
NIGERIA,Germany,2008,69296996,166746630,3.39E+11,3.75E+12,152382506,81217482,4669,118.57,,0,0
NIGERIA,Germany,2007,108498322,70208015,2.78E+11,3.43E+12,148294028,81183830,4669,125.81,,0,0
NIGERIA,Germany,2006,199436216,728660,2.38E+11,2.99E+12,144329764,81177817,4669,128.65,,0,0
NIGERIA,Germany,2005,,,1.76E+11,2.85E+12,140490722,81212168,4669,131.27,,0,0
NIGERIA,Germany,2004,,,1.36E+11,2.81E+12,136756848,81266673,4669,132.89,,0,0
NIGERIA,Germany,2003,61341332,,1.05E+11,2.50E+12,133119801,81346810,4669,129.22,,0,0
NIGERIA,Germany,2002,29867385,,95054059303,2.08E+12,129583026,81443427,4669,120.58,,0,0
NIGERIA,Germany,2001,51036662,,73557840064,1.95E+12,126152678,81514568,4669,111.23,,0,0
